place_id,place_name,place_description,category,city,price,rating,description_location,place_img,gallery_photo_img1,gallery_photo_img2,gallery_photo_img3,place_map,combination
95,Taman Nasional Teluk Cendrawasih,Taman Nasional Teluk Cenderawasih adalah kawasan konservasi laut di Papua yang memiliki terumbu karang terluas di dunia. Terumbu karang ini menjadi rumah bagi berbagai jenis ikan dan satwa laut seperti hiu paus dan penyu hijau. Taman Nasional Teluk Cenderawasih juga menyuguhkan pemandangan alam yang indah serta kegiatan snorkeling dan diving yang menarik.,Taman Nasional,Papua Barat,20.0,4.3,"FF2H+P92, Sobei Indah, Duairi, Kabupaten Teluk Wondama, Papua Bar. 98362",https://i.ibb.co/PvhnwZ55/Taman-Nasional-Teluk-Cendrawasih-place-img.jpg,https://i.ibb.co/BK3w5PQz/Taman-Nasional-Teluk-Cendrawasih-gallery-photo-img.jpg,https://i.ibb.co/PZ1kdk44/Taman-Nasional-Teluk-Cendrawasih-gallery-photo-img.jpg,,https://www.google.com/maps/search/Taman+Nasional+Teluk+Cendrawasih,taman nasional teluk cenderawasih kawasan konservasi laut papua memiliki terumbu karang terluas dunia terumbu karang menjadi rumah bagi berbagai jenis ikan satwa laut seperti hiu paus penyu hijau taman nasional teluk cenderawasih menyuguhkan pemandangan alam indah kegiatan snorkeling diving menarik taman nasional papua barat
96,Taman Hutan Raya Sultan Syarif Hasyim,"Taman Hutan Raya Sultan Syarif Hasyim adalah taman hutan yang terletak di kota Pekanbaru, Riau, Indonesia. Taman ini memiliki luas sekitar 1.300 hektar dan merupakan salah satu area konservasi hutan tropis yang penting di Indonesia. Di sini terdapat berbagai macam flora dan fauna langka yang dilindungi serta jalur hiking dan fasilitas pendukung lainnya.","Cagar Alam,Taman Nasional",Pekanbaru,0.0,4.2,"MCCH+XVV, Jl. Yos Sudarso, Minas Jaya, Kec. Minas, Kabupaten Siak, Riau 28267",https://i.ibb.co/wFPbZnPT/Taman-Hutan-Raya-Sultan-Syarif-Hasyim-place-img.jpg,https://i.ibb.co/GvmR6tRR/Taman-Hutan-Raya-Sultan-Syarif-Hasyim-gallery-phot.jpg,https://i.ibb.co/Ld55YcgG/Taman-Hutan-Raya-Sultan-Syarif-Hasyim-gallery-phot.jpg,,https://www.google.com/maps/search/Taman+Hutan+Raya+Sultan+Syarif+Hasyim,taman hutan raya sultan syarif hasyim taman hutan terletak kota pekanbaru riau indonesia taman memiliki luas sekitar 1 300 hektar merupakan salah satu area konservasi hutan tropis penting indonesia sini terdapat berbagai macam flora fauna langka dilindungi jalur hiking fasilitas pendukung lainnya cagar alam taman nasional pekanbaru
97,Taman Nasional Tesso Nilo,"Taman Nasional Tesso Nilo terletak di Riau dan memiliki luas sekitar 83.068 hektar. Tempat wisata ini terkenal dengan keanekaragaman flora dan fauna seperti harimau sumatera, gajah, dan orangutan.","Cagar Alam,Taman Nasional",Pelalawan,15.0,4.0,"Jalan Tesso Nilo, Kabupaten Pelalawan, Riau 28371, Indonesia.",https://i.ibb.co/JwFctQd0/Taman-Nasional-Tesso-Nilo-place-img.jpg,https://i.ibb.co/NgsFhkSC/Taman-Nasional-Tesso-Nilo-gallery-photo-img1.jpg,https://i.ibb.co/pB6JzPSk/Taman-Nasional-Tesso-Nilo-gallery-photo-img2.jpg,https://i.ibb.co/XkdVTkqg/Taman-Nasional-Tesso-Nilo-gallery-photo-img3.jpg,https://www.google.com/maps/search/Taman+Nasional+Tesso+Nilo,taman nasional tesso nilo terletak riau memiliki luas sekitar 83 068 hektar tempat wisata terkenal keanekaragaman flora fauna seperti harimau sumatera gajah orangutan cagar alam taman nasional pelalawan
98,Taman Hutan Raya Wan Abdul Rachman,"Taman Hutan Raya Wan Abdul Rachman berlokasi di Lampung dan memiliki luas sekitar 15.000 hektar. Tempat wisata ini memiliki berbagai macam atraksi seperti air terjun, danau, serta beberapa jenis tumbuhan yang langka.","Cagar Alam,Taman Nasional",Pesawaran,5.0,4.4,"Hutan, Kabupaten Pesawaran, Lampung 35366",https://i.ibb.co/xtqybD1T/Taman-Hutan-Raya-Wan-Abdul-Rachman-place-img.jpg,https://i.ibb.co/5h5QBWsM/Taman-Hutan-Raya-Wan-Abdul-Rachman-gallery-photo-i.jpg,https://i.ibb.co/21R6Y6Kk/Taman-Hutan-Raya-Wan-Abdul-Rachman-gallery-photo-i.jpg,https://i.ibb.co/VyTz6Ls/Taman-Hutan-Raya-Wan-Abdul-Rachman-gallery-photo-i.jpg,https://www.google.com/maps/search/Taman+Hutan+Raya+Wan+Abdul+Rachman,taman hutan raya wan abdul rachman berlokasi lampung memiliki luas sekitar 15 000 hektar tempat wisata memiliki berbagai macam atraksi seperti air terjun danau jenis tumbuhan langka cagar alam taman nasional pesawaran
99,Taman Wisata Alam Hutan Albasia,"Taman Wisata Alam Kubu Raya adalah taman wisata alam yang terletak di Kalimantan Barat, Indonesia. Taman ini memiliki hutan yang luas dan beragam spesies flora dan fauna yang menarik untuk dijelajahi. Pengunjung dapat melakukan kegiatan seperti hiking, camping, dan berburu foto alam yang indah di sini.","Budaya,Cagar Alam",Pontianak,5.0,4.1,"Jl. KH. Abdurahman Wahid, Kuala Dua, Kec. Sungai Raya, Kabupaten Kubu Raya, Kalimantan Barat 78391",https://i.ibb.co/prkySjxC/Taman-Wisata-Alam-Hutan-Albasia-place-img.jpg,https://i.ibb.co/Vc31Jrd5/Taman-Wisata-Alam-Hutan-Albasia-gallery-photo-img1.jpg,https://i.ibb.co/0j8LjxcF/Taman-Wisata-Alam-Hutan-Albasia-gallery-photo-img2.jpg,https://i.ibb.co/cKx5jCQM/Taman-Wisata-Alam-Hutan-Albasia-gallery-photo-img3.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Hutan+Albasia,taman wisata alam kubu raya taman wisata alam terletak kalimantan barat indonesia taman memiliki hutan luas beragam spesies flora fauna menarik dijelajahi pengunjung melakukan kegiatan seperti hiking camping berburu foto alam indah sini budaya cagar alam pontianak
100,Taman Buru Gunung Masigit Kareumbi,"Taman Wisata Alam Gunung Masigit adalah tempat wisata alam yang terletak di Purwakarta, Jawa Barat, Indonesia. Taman ini terkenal dengan keindahan panorama pegunungan dan hutan serta berbagai aktivitas seperti camping, hiking, dan off-road.",Cagar Alam,Purwakarta,5.0,4.3,"2WW7+PP2, Desa Leuwiliang, Tanjungwangi, Cicalengka, Tanjungwangi, Kec. Cicalengka, Kabupaten Bandung, Jawa Barat 40395",https://i.ibb.co/gZZqxVHH/Taman-Buru-Gunung-Masigit-Kareumbi-place-img.jpg,https://i.ibb.co/RTy8kQnB/Taman-Buru-Gunung-Masigit-Kareumbi-gallery-photo-i.jpg,https://i.ibb.co/32gcDk8/Taman-Buru-Gunung-Masigit-Kareumbi-gallery-photo-i.jpg,,https://www.google.com/maps/search/Taman+Buru+Gunung+Masigit+Kareumbi,taman wisata alam gunung masigit tempat wisata alam terletak purwakarta jawa barat indonesia taman terkenal keindahan panorama pegunungan hutan berbagai aktivitas seperti camping hiking off road cagar alam purwakarta
101,Taman Nasional Kutai,"Taman Nasional Kutai adalah sebuah taman nasional yang terletak di Kalimantan Timur, Indonesia. Taman ini memiliki luas sekitar 200.000 hektar dan menjadi habitat bagi berbagai macam spesies flora dan fauna, seperti orangutan, bekantan, dan harimau. Pengunjung dapat menikmati keindahan alam dengan berjalan-jalan atau mengikuti program tur yang disediakan oleh pihak taman nasional.","Cagar Alam,Taman Nasional",Samarinda,15.0,4.7,"C4R6+FC7, Sangatta Sel., Kec. Sangatta Sel., Kabupaten Kutai Timur, Kalimantan Timur 75553",https://i.ibb.co/GfhhHGfh/Taman-Nasional-Kutai-place-img.jpg,https://i.ibb.co/SwnNJHFR/Taman-Nasional-Kutai-gallery-photo-img1.jpg,https://i.ibb.co/Tq152s2H/Taman-Nasional-Kutai-gallery-photo-img2.jpg,https://i.ibb.co/ZptmQ78g/Taman-Nasional-Kutai-gallery-photo-img3.jpg,https://www.google.com/maps/search/Taman+Nasional+Kutai,taman nasional kutai taman nasional terletak kalimantan timur indonesia taman memiliki luas sekitar 200 000 hektar menjadi habitat bagi berbagai macam spesies flora fauna seperti orangutan bekantan harimau pengunjung menikmati keindahan alam berjalan jalan mengikuti program tur disediakan pihak taman nasional cagar alam taman nasional samarinda
102,Air Terjun Kali Pancur,"Kali Pancur Getasan merupakan kawasan wisata alam Air Terjun Kali Pancur ini berada di Desa Nogosaren, Kecamatan Getasan, Kabupaten Semarang, sekitar 14 km sebelah barat Kota Salatiga. Untuk menuju ke lokasi objek wisata ini tidak ada sarana transportasi umum, jadi harus membawa kendaraan sendiri.",Cagar Alam,Semarang,5.0,4.1,"JCRC+QC8, Gejayan, Nogosaren, Kec. Getasan, Kabupaten Semarang, Jawa Tengah 50774",https://i.ibb.co/S4Z5FRn7/Air-Terjun-Kali-Pancur-place-img.jpg,https://i.ibb.co/xp4RVhX/Air-Terjun-Kali-Pancur-gallery-photo-img1.jpg,https://i.ibb.co/8DY7fmdM/Air-Terjun-Kali-Pancur-gallery-photo-img2.jpg,https://i.ibb.co/ynnn8Lxd/Air-Terjun-Kali-Pancur-gallery-photo-img3.jpg,https://www.google.com/maps/search/Air+Terjun+Kali+Pancur,kali pancur getasan merupakan kawasan wisata alam air terjun kali pancur berada desa nogosaren kecamatan getasan kabupaten semarang sekitar 14 km sebelah barat kota salatiga menuju lokasi objek wisata tidak sarana transportasi umum jadi membawa kendaraan sendiri cagar alam semarang
103,Air Terjun Semirang,"Terletak di lereng Gunung Ungaran bagian utara, terdapat sebuah air terjun yang eksotis dengan kolam renang yang berwarna hijau yang dikelilingi popohonan dan kesejukan udara pegunungan. Nama lokasi tersebut adalah Air Terjun Semirang atau disebut juga Curug Semirang. Dan masyarakat Semarang menyebutnya dengan Curug Semarang. Karena keindahannya lokasi wisata ini sering dikunjungi oleh para wisatawan pada saat hari-hari biasa, apalagi saat liburan tiba. Air terjun Semirang atau Curug Semirang berada di kawasan hutan lindung dengan luas 10 hektar di bawah pengelolaan perum perhutani. Adapun air terjun ini memiliki ketinggian sekitar 45 meter. Jarak lokasi parkiran dengan lokasi air terjun sekitar 500 meter. Dan selama perjalanan, para pengunjung akan disuguhkan pemandangan alam yang masih asri dengan kesegaran udara yang sangat sejuk.",Cagar Alam,Semarang,9.0,4.4,"Loket wisata, Gogik, Kec. Ungaran Bar., Kabupaten Semarang, Jawa Tengah 50551",https://i.ibb.co/hFxqbdkn/Air-Terjun-Semirang-place-img.png,https://i.ibb.co/QWpPjsT/Air-Terjun-Semirang-gallery-photo-img1.jpg,https://i.ibb.co/5CZVgZS/Air-Terjun-Semirang-gallery-photo-img2.jpg,https://i.ibb.co/bRFC5ntW/Air-Terjun-Semirang-gallery-photo-img3.jpg,https://www.google.com/maps/search/Air+Terjun+Semirang,terletak lereng gunung ungaran bagian utara terdapat air terjun eksotis kolam renang berwarna hijau dikelilingi popohonan kesejukan udara pegunungan nama lokasi tersebut air terjun semirang disebut curug semirang masyarakat semarang menyebutnya curug semarang keindahannya lokasi wisata sering dikunjungi wisatawan hari hari biasa apalagi liburan tiba air terjun semirang curug semirang berada kawasan hutan lindung luas 10 hektar bawah pengelolaan perum perhutani adapun air terjun memiliki ketinggian sekitar 45 meter jarak lokasi parkiran lokasi air terjun sekitar 500 meter selama perjalanan pengunjung disuguhkan pemandangan alam asri kesegaran udara sejuk cagar alam semarang
104,Brown Canyon,"Di Indonesia, Brown Canyon adalah sebuah bekas penambangan tanah di Meteseh, Tembalang, Semarang. Lokasi ini menjadi salah satu lokasi (bukan tempat wisata) yang populer di Semarang dan dianggap mirip dengan Grand Canyon di Amerika Serikat. Kemiripan ini terletak pada bukit-bukit yang berubah menjadi tebing-tebing curam.",Cagar Alam,Semarang,0.0,4.2,"Rowosari, Kec. Tembalang, Kota Semarang, Jawa Tengah",https://i.ibb.co/7t1g2nZr/Brown-Canyon-place-img.jpg,https://i.ibb.co/mF2Q7J5G/Brown-Canyon-gallery-photo-img1.jpg,https://i.ibb.co/G3TbMVT4/Brown-Canyon-gallery-photo-img2.jpg,https://i.ibb.co/0jvPmGtS/Brown-Canyon-gallery-photo-img3.jpg,https://www.google.com/maps/search/Brown+Canyon,indonesia brown canyon bekas penambangan tanah meteseh tembalang semarang lokasi menjadi salah satu lokasi tempat wisata populer semarang dianggap mirip grand canyon amerika serikat kemiripan terletak bukit bukit berubah menjadi tebing tebing curam cagar alam semarang
105,Candi Gedong Songo,"Candi Gedong Songo adalah kompleks candi yang terletak di Kabupaten Semarang, Jawa Tengah, Indonesia. Terdiri dari sembilan candi Hindu yang tersebar di atas bukit-bukit yang hijau, tempat ini menawarkan pemandangan alam yang indah dan keindahan arsitektur candi kuno. Pengunjung dapat menikmati perjalanan mendaki yang menantang sambil menikmati udara segar di sepanjang jalan. Di setiap candi, terdapat relief-relief yang menampilkan kisah-kisah Hindu dan panorama alam yang memukau. Candi Gedong Songo adalah tempat yang ideal untuk wisatawan yang mencari pengalaman budaya, sejarah, dan keindahan alam yang menakjubkan.",Budaya,Semarang,10.0,4.5,"Jalan Ke Candi Gedong Songo, Candi, Krajan, Banyukuning, Bandungan, Kabupaten Semarang, Jawa Tengah 50614",https://i.ibb.co/22JR2pq/Candi-Gedong-Songo-place-img.jpg,https://i.ibb.co/zhN9X90d/Candi-Gedong-Songo-gallery-photo-img1.jpg,https://i.ibb.co/KpsTnF6t/Candi-Gedong-Songo-gallery-photo-img2.jpg,https://i.ibb.co/wF9t61V3/Candi-Gedong-Songo-gallery-photo-img3.jpg,https://www.google.com/maps/search/Candi+Gedong+Songo,candi gedong songo kompleks candi terletak kabupaten semarang jawa tengah indonesia terdiri sembilan candi hindu tersebar atas bukit bukit hijau tempat menawarkan pemandangan alam indah keindahan arsitektur candi kuno pengunjung menikmati perjalanan mendaki menantang sambil menikmati udara segar sepanjang jalan candi terdapat relief relief menampilkan kisah kisah hindu panorama alam memukau candi gedong songo tempat ideal wisatawan mencari pengalaman budaya sejarah keindahan alam menakjubkan budaya semarang
106,Danau Rawa Pening,"Rawa Pening (pening adalah salah satu varian bahasa Jawa dari kata ""wening"" yang artinya hening, tenang, damai) (bahasa Jawa: ê¦«ê¦®â€‹ê¦¥ê¦¼ê¦¤ê¦¶ê¦, translit. Rawa Pening) adalah danau alam di Kabupaten Semarang, Jawa Tengah. Dengan luas 2.670 hektare ia menempati wilayah Kecamatan Ambarawa, Bawen, Tuntang, dan Banyubiru.Rawa Pening terletak di cekungan terendah lereng Gunung Merbabu, Gunung Telomoyo, dan Gunung Ungaran. Danau ini dangkal dan menjadi hulu bagi Sungai Tuntang.",Cagar Alam,Semarang,15.0,4.5,"Waduk Rawapening, Kabupaten Semarang, Jawa Tengah",https://i.ibb.co/NdYbdM4G/Danau-Rawa-Pening-place-img.jpg,https://i.ibb.co/p6GHgGZp/Danau-Rawa-Pening-gallery-photo-img1.jpg,https://i.ibb.co/q3r3tCFH/Danau-Rawa-Pening-gallery-photo-img2.jpg,https://i.ibb.co/QvswNnwL/Danau-Rawa-Pening-gallery-photo-img3.jpg,https://www.google.com/maps/search/Danau+Rawa+Pening,rawa pening pening salah satu varian bahasa jawa kata wening artinya hening tenang damai bahasa jawa ê ê â ê ê ¼ê ê ê translit rawa pening danau alam kabupaten semarang jawa tengah luas 2 670 hektare ia menempati wilayah kecamatan ambarawa bawen tuntang banyubiru rawa pening terletak cekungan terendah lereng gunung merbabu gunung telomoyo gunung ungaran danau dangkal menjadi hulu bagi sungai tuntang cagar alam semarang
107,Desa Wisata Lembah Kalipancur,"Wisata alam tengah menjadi sorotan bagi dunia pariwisata. Wisata alam tidak hanya pegunungan, danau, hutan, air terjun, atau pantai. Tapi juga merambah ke konsep pedesaan, seperti Desa Wisata Lembah Kalipancur. Tempat wisata ini menawarkan rekreasi berkonsep pedesaan yang ada di Kota Semarang. Meskipun berkonsep pedesaan, lokasinya tidak jauh dari pusat kota. Dan objek wisata yang sudah lama berdiri ini, masih tetap diminati oleh wisatawan.","Desa Wisata,Taman Hiburan",Semarang,0.0,3.9,"Jl. Raya Kalipancur Manyaran, Kalipancur, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50183",https://i.ibb.co/x86Vqpmh/Desa-Wisata-Lembah-Kalipancur-place-img.jpg,https://i.ibb.co/PZR4bzGc/Desa-Wisata-Lembah-Kalipancur-gallery-photo-img1.jpg,https://i.ibb.co/Vp35YJ2Y/Desa-Wisata-Lembah-Kalipancur-gallery-photo-img2.jpg,https://i.ibb.co/Q7H9LTWP/Desa-Wisata-Lembah-Kalipancur-gallery-photo-img3.jpg,https://www.google.com/maps/search/Desa+Wisata+Lembah+Kalipancur,wisata alam tengah menjadi sorotan bagi dunia pariwisata wisata alam tidak pegunungan danau hutan air terjun pantai merambah konsep pedesaan seperti desa wisata lembah kalipancur tempat wisata menawarkan rekreasi berkonsep pedesaan kota semarang meskipun berkonsep pedesaan lokasinya tidak jauh pusat kota objek wisata lama berdiri tetap diminati wisatawan desa wisata taman hiburan semarang
108,Durian Gardens and Tourism Education Watu Simbar,"Perlu diketahui, watu simbar ini merupakan lokasi wisata yang menawarkan edukasi dari berbagai macam pohon durian. Walaupun terkesan biasa saja, hal tersebut lah yang sebenarnya menjadi keunikan tempat ini. Apabila seseorang datang kemari, orang tersebut akan bisa mempelajari banyak hal tentang pohon durian. Selain bisa mempelejari berbagai macam hal tentang pohon durian tersebut, tentu lah para pengunjung pun bisa membeli durian yang berada disana.","Budaya,Cagar Alam",Semarang,5.0,4.1,"Jl. Mr. Koesbiono Tjondro Wibowo, Pakintelan, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50227",https://i.ibb.co/B55JxPCx/Durian-Gardens-and-Tourism-Education-Watu-Simbar-p.jpg,https://i.ibb.co/Dg69Xdf8/Durian-Gardens-and-Tourism-Education-Watu-Simbar-g.jpg,https://i.ibb.co/HL4KgJHs/Durian-Gardens-and-Tourism-Education-Watu-Simbar-g.jpg,https://i.ibb.co/sdfFpHTQ/Durian-Gardens-and-Tourism-Education-Watu-Simbar-g.jpg,https://www.google.com/maps/search/Durian+Gardens+and+Tourism+Education+Watu+Simbar,perlu diketahui watu simbar merupakan lokasi wisata menawarkan edukasi berbagai macam pohon durian walaupun terkesan biasa hal tersebut lah sebenarnya menjadi keunikan tempat apabila seseorang datang kemari orang tersebut mempelajari hal pohon durian selain mempelejari berbagai macam hal pohon durian tersebut tentu lah pengunjung pun membeli durian berada disana budaya cagar alam semarang
109,Goa Rong,"Semarang memiliki wisata di ketinggian bernama Goa Rong. Keberadaan kawasan wisata ini menunjukkan bahwa Semarang tak hanya identik dengan Lawang Sewu atau Kota Lama saja. Meskipun bernama Goa Rong, tempat yang menonjol di sini bukanlah gua nya. Melainkan daerah ketinggian dengan pemandangan yang menakjubkan. Sementara di objek wisata ini, bagian gua-nya hanya lorong yang sempit dan tidak memungkinkan dimasuki oleh manusia. Namun sebaliknya, pemandangan yang tersaji dari atas bukitnya begitu menakjubkan. Wisatawan dapat menghabiskan waktu dengan berfoto, menikmati pemandangan, atau kuliner di cafe. Bahkan, tersedia juga fasilitas outbond.","Budaya,Cagar Alam",Semarang,5.0,4.4,"Jalan Lerak Lopait, Lopait, Delik, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah 50773",https://i.ibb.co/QvY3RJdP/Goa-Rong-place-img.jpg,https://i.ibb.co/WN53CCzs/Goa-Rong-gallery-photo-img1.jpg,https://i.ibb.co/d4VTTp8t/Goa-Rong-gallery-photo-img2.jpg,https://i.ibb.co/K46wcDC/Goa-Rong-gallery-photo-img3.jpg,https://www.google.com/maps/search/Goa+Rong,semarang memiliki wisata ketinggian bernama goa rong keberadaan kawasan wisata menunjukkan bahwa semarang tak identik lawang sewu kota lama meskipun bernama goa rong tempat menonjol sini bukanlah gua melainkan daerah ketinggian pemandangan menakjubkan sementara objek wisata bagian gua lorong sempit tidak memungkinkan dimasuki manusia sebaliknya pemandangan tersaji atas bukitnya begitu menakjubkan wisatawan menghabiskan waktu berfoto menikmati pemandangan kuliner cafe bahkan tersedia fasilitas outbond budaya cagar alam semarang
110,Hutan Wisata Tinjomoyo Semarang,"Awalnya taman wisata hutan Tinjomoyo Semarang (smg) ini merupakan sebuah kebun binatang dengan ragam binatang hutan di dalamnya. Namun terjadi banjir besar, hingga memutuskan jembatan besar yang menjadi akses utama menuju hutan wisata. Hutan Tinjomoyo sendiri memiliki kontur wilayah dengan perpaduan bukit, sungai dan hutan. Tumbuhan yang paling banyak terdapat di sini adalah vegetasi pohon jati serta pinus. Oleh karena itu, tak heran jika kawasan ini cocok sekali dijadikan hutan wisata yang masih alami.Dengan luas lahan 57,5 hektare area tersebut lebih sering dimanfaatkan sebagai tempat berkemah",Cagar Alam,Semarang,3.0,4.3,"Jl. Tinjomoyo Barat, Sukorejo, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50221",https://i.ibb.co/5g5b6wYb/Hutan-Wisata-Tinjomoyo-Semarang-place-img.jpg,https://i.ibb.co/Kjm2k3MH/Hutan-Wisata-Tinjomoyo-Semarang-gallery-photo-img1.jpg,https://i.ibb.co/v49Z4FmM/Hutan-Wisata-Tinjomoyo-Semarang-gallery-photo-img2.jpg,https://i.ibb.co/wh7S3nhY/Hutan-Wisata-Tinjomoyo-Semarang-gallery-photo-img3.jpg,https://www.google.com/maps/search/Hutan+Wisata+Tinjomoyo+Semarang,awalnya taman wisata hutan tinjomoyo semarang smg merupakan kebun binatang ragam binatang hutan dalamnya terjadi banjir besar memutuskan jembatan besar menjadi akses utama menuju hutan wisata hutan tinjomoyo sendiri memiliki kontur wilayah perpaduan bukit sungai hutan tumbuhan paling terdapat sini vegetasi pohon jati pinus tak heran kawasan cocok sekali dijadikan hutan wisata alami luas lahan 57 5 hektare area tersebut sering dimanfaatkan tempat berkemah cagar alam semarang
111,Kampoeng Kopi Banaran,"Kampoeng Kopi Banaran, sebuah agro wisata perkebunan kopi di Kabupaten Semarang. Tempat wisata ini memiliki luas 462 hektar yang sebagian dijadikan resort dan tempat wisata. Lokasinya berada di Areal Perkebunan Kopi Kebun Getas Afdeling Assinan tepatnya Jl. Raya Semarang â€“ Solo Km. 35. Lokasi Kampoeng Kopi Banaran yang berada di ketinggian 480 â€“ 600m dpl membuat suhu udara disana sejuk antara 23ÂºC â€“ 27ÂºC. Jadi cocok banget buat pelesir mencari udara dingin dan segar dengan pemandangan indah. Menghilangkan penat kesibukan Kota besar, di tengah perkebunan yang asri.","Budaya,Taman Hiburan",Semarang,200.0,4.4,"Jl. Raya Bawen - Solo KM 1,5 Bawen, Gentong, Asinan, Kec. Bawen, Kabupaten Semarang, Jawa Tengah 50661",https://i.ibb.co/ZzCcd91D/Kampoeng-Kopi-Banaran-place-img.jpg,https://i.ibb.co/spjghy7v/Kampoeng-Kopi-Banaran-gallery-photo-img1.jpg,https://i.ibb.co/TDqmN6QC/Kampoeng-Kopi-Banaran-gallery-photo-img2.jpg,https://i.ibb.co/yFrLqbgp/Kampoeng-Kopi-Banaran-gallery-photo-img3.jpg,https://www.google.com/maps/search/Kampoeng+Kopi+Banaran,kampoeng kopi banaran agro wisata perkebunan kopi kabupaten semarang tempat wisata memiliki luas 462 hektar sebagian dijadikan resort tempat wisata lokasinya berada areal perkebunan kopi kebun getas afdeling assinan tepatnya jl raya semarang â solo km 35 lokasi kampoeng kopi banaran berada ketinggian 480 â 600m dpl membuat suhu udara disana sejuk antara 23âºc â 27âºc jadi cocok banget buat pelesir mencari udara dingin segar pemandangan indah menghilangkan penat kesibukan kota besar tengah perkebunan asri budaya taman hiburan semarang
112,Kampoeng Rawa,"Kampoeng Rawa (disebut juga Kampung Rawa) adalah objek wisata di Ambarawa, Jawa Tengah, yang terletak di sabuk hijau di sekitar Danau Rawa Pening. Dibuka pada Agustus 2012, tempat ini dimiliki dan dioperasikan oleh dua belas kelompok petani dan nelayan yang didanai oleh Artha Prima Credit Union. Kompleks tersebut dimaksudkan untuk mempengaruhi kesejahteraan petani dan melayani lokal disamping mempromosikan ekologi danau di wilayah tersebut. Fasilitasnya meliputi restoran mengapung, pendopo, pusat kerajinan, tempat memancing, dan dok. Pada hari libur, tempat ini dikunjungi oleh ratusan pengunjung. Kompleks ini disengketakan perizinannya karena dibangun di sabuk hijau dan kemungkinan dampak ekologinya.",Cagar Alam,Semarang,3.0,4.3,"Jl. Jend. M Sarbini No.KM.3, Tambakrejo, Tambakboyo, Kec. Ambarawa, Kabupaten Semarang, Jawa Tengah 50612",https://i.ibb.co/qPFKDmN/Kampoeng-Rawa-place-img.jpg,https://i.ibb.co/rGNMVyX7/Kampoeng-Rawa-gallery-photo-img1.jpg,https://i.ibb.co/XZ48PPK0/Kampoeng-Rawa-gallery-photo-img2.jpg,https://i.ibb.co/xt2PxSW4/Kampoeng-Rawa-gallery-photo-img3.jpg,https://www.google.com/maps/search/Kampoeng+Rawa,kampoeng rawa disebut kampung rawa objek wisata ambarawa jawa tengah terletak sabuk hijau sekitar danau rawa pening dibuka agustus 2012 tempat dimiliki dioperasikan dua belas kelompok petani nelayan didanai artha prima credit union kompleks tersebut dimaksudkan mempengaruhi kesejahteraan petani melayani lokal disamping mempromosikan ekologi danau wilayah tersebut fasilitasnya meliputi restoran mengapung pendopo pusat kerajinan tempat memancing dok hari libur tempat dikunjungi ratusan pengunjung kompleks disengketakan perizinannya dibangun sabuk hijau kemungkinan dampak ekologinya cagar alam semarang
113,Obyek Wisata Goa Kreo,"Goa Kreo Semarang yang berada di ibukota Jawa Tengah ini begitu hit di kalangan netizen. Tak heran jika cuaca cerah, antrian menuju ke sana begitu mengular. Meski tak ada angkutan umum menuju ke sana, tak menghalangi rasa penasaran wisatawan. Gua ini terbentuk secara alami yang membedakan gua ini dengan gua lainnya adalah letaknya. lokasinya terletak di tengah waduk jatibarang, sebuah bendungan yang membendung Sungai Kreo.","Budaya,Cagar Alam",Semarang,6.0,4.3,"Jl. Raya Goa Kreo, Kandri, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50222",https://i.ibb.co/1GhGXL97/Obyek-Wisata-Goa-Kreo-place-img.jpg,https://i.ibb.co/C36NRnhp/Obyek-Wisata-Goa-Kreo-gallery-photo-img1.jpg,https://i.ibb.co/6RTGnXBk/Obyek-Wisata-Goa-Kreo-gallery-photo-img2.jpg,,https://www.google.com/maps/search/Obyek+Wisata+Goa+Kreo,goa kreo semarang berada ibukota jawa tengah begitu hit kalangan netizen tak heran cuaca cerah antrian menuju sana begitu mengular meski tak angkutan umum menuju sana tak menghalangi rasa penasaran wisatawan gua terbentuk secara alami membedakan gua gua lainnya letaknya lokasinya terletak tengah waduk jatibarang bendungan membendung sungai kreo budaya cagar alam semarang
